Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
AMSF,"AMERISAFE, Inc.",65.35,$1.26B,2005,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf
ASRV,AmeriServ Financial Inc.,4.245,$72.75M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,29.5,"$619,500 ",n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/asrvp
ATLO,Ames National Corporation,27.83,$256.67M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo
AMGN,Amgen Inc.,243.03,$144.4B,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn
FOLD,"Amicus Therapeutics, Inc.",10.25,$2.61B,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold
AMKR,"Amkor Technology, Inc.",13.45,$3.23B,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr
AMPH,"Amphastar Pharmaceuticals, Inc.",19.45,$912.94M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph
IBUY,Amplify Online Retail ETF,51.63,$258.15M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibuy
AMHCU,Amplitude Healthcare Acquisition Corporation,10.0493,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/amhcu
ASYS,"Amtech Systems, Inc.",6.59,$94.03M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys
AMRS,"Amyris, Inc.",3.24,$341.83M,2010,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs
ADI,"Analog Devices, Inc.",119.17,$43.89B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi
ANAB,"AnaptysBio, Inc.",16.64,$451.5M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab
AVXL,Anavex Life Sciences Corp.,2.51,$140.87M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl
ANCN,Anchiano Therapeutics Ltd.,1.43,$10.61M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn
ANDA,Andina Acquisition Corp. III,10.0349,$139.43M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/anda
ANDAR,Andina Acquisition Corp. III,0.3,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andar
ANDAU,Andina Acquisition Corp. III,10.56,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andau
ANDAW,Andina Acquisition Corp. III,0.21,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/andaw
ANGI,ANGI Homeservices Inc.,8.5,$4.27B,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi
ANGO,"AngioDynamics, Inc.",16,$601.92M,2004,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango
ANIP,"ANI Pharmaceuticals, Inc.",63.84,$771.89M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip
ANIK,Anika Therapeutics Inc.,52.29,$746.15M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik
ANIX,"Anixa Biosciences, Inc.",2.87,$57.99M,n/a,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anix
ANSS,"ANSYS, Inc.",255.73,$21.86B,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss
ATRS,"Antares Pharma, Inc.",4.78,$780.22M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs
ATEX,Anterix Inc.,42.1,$721.02M,2015,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex
APLS,"Apellis Pharmaceuticals, Inc.",28.57,$1.83B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls
APEX,Apex Global Brands Inc.,0.8736,$4.82M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/apex
APXT,Apex Technology Acquisition Corporation,9.915,$441.81M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxt
APXTU,Apex Technology Acquisition Corporation,10.39,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtu
APXTW,Apex Technology Acquisition Corporation,1.05,n/a,2019,Finance,Business Services,https://old.nasdaq.com/symbol/apxtw
APOG,"Apogee Enterprises, Inc.",31.78,$843.91M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog
APEN,"Apollo Endosurgery, Inc.",2.9065,$60.87M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen
AINV,Apollo Investment Corporation,17.58,$1.17B,2004,n/a,n/a,https://old.nasdaq.com/symbol/ainv
AMEH,"Apollo Medical Holdings, Inc.",18.82,$656.68M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh
APPF,"AppFolio, Inc.",111.06,$3.78B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appf
APPN,Appian Corporation,40.02,$2.69B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appn
AAPL,Apple Inc.,284,$1261.89B,1980,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/aapl
APDN,"Applied DNA Sciences, Inc.",3.94,$13.73M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdn
AGTC,Applied Genetic Technologies Corporation,3.92,$71.42M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",61.08,$55.91B,1972,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",11.15,$224.34M,2013,Technology,Semiconductors,https://old.nasdaq.com/symbol/aaoi
APLT,"Applied Therapeutics, Inc.",24.3,$449.9M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aplt
APRE,"Aprea Therapeutics, Inc.",38.15,$800.79M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apre
APVO,Aptevo Therapeutics Inc.,0.5651,$25.59M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,3.63,$122.26M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aptx
APM,Aptorum Group Limited,14.35,$416.65M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apm
APTO,"Aptose Biosciences, Inc.",5.5,$304.96M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/apto
APYX,Apyx Medical Corporation,7.805,$266.68M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apyx
AQMS,"Aqua Metals, Inc.",0.4876,$27.98M,2015,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",2.08,$44.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",5.48,$137.24M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aqst
ARAV,"Aravive, Inc.",12.08,$180.59M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,2.75,$156.34M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abus
ABIO,"ARCA biopharma, Inc.",5.96,$9.5M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",5.89,$50.93M,2015,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,27.16,$692.77M,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,42.065,$17.05B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,25.96,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,25.55,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",1.71,$33.24M,2017,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,44.9,$2.46B,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Holdings Inc.,11.95,$180.9M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",8.14,$535.67M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",47.33,$2.37B,2000,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,18.54,$7.92B,2004,n/a,n/a,https://old.nasdaq.com/symbol/arcc
ARGX,argenx SE,161.65,$6.91B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,4.16,$37.07M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,21.98,$76.91M,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arkr
ARQL,"ArQule, Inc.",20.11,$2.43B,1996,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arql
DWCR,Arrow DWA Country Rotation ETF,28.3,$11.32M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,11.475,$4.59M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,37.64,$563.72M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",63.76,$6.4B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arwr
ARTL,"Artelo Biosciences, Inc.",2.5201,$8.63M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artl
ARTLW,"Artelo Biosciences, Inc.",0.3551,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artlw
ARTNA,Artesian Resources Corporation,37.23,$345.69M,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",1.78,$7.65M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",42.12,$1.64B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp.,10.45,$187.77M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,11.25,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,1.7,n/a,2018,Finance,Business Services,https://old.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",8.11,$80.87M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,129.9,$6.2B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asnd
APWC,Asia Pacific Wire & Cable Corporation Limited,1.345,$18.59M,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,2.37,$90.04M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,296.14,$124.72B,1995,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,7.77,$148.93M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",122.54,$8.36B,1994,Technology,EDP Services,https://old.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",21.27,$687.76M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",1.095,$88.35M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",10.403,$68.34M,1995,Finance,Finance Companies,https://old.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",42.4,$955.97M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,28.47,$878.96M,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",13.7,$96.85M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,1.81,$10.71M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,8.15,$127.06M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/asur
AACG,ATA Creativity Global,1.4948,$35.57M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aacg
ATRA,"Atara Biotherapeutics, Inc.",15.94,$863.16M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra
ATNX,"Athenex, Inc.",14.31,$1.11B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.22,$191.13M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx
ATIF,ATIF Holdings Limited,1.93,$71.55M,2019,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif
AAME,Atlantic American Corporation,1.89,$38.71M,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",18.6,$407.12M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi
AUB,Atlantic Union Bankshares Corporation,38,$3.06B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aub
AY,Atlantica Yield plc,26.145,$2.66B,2014,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,8.6,$136.48M,1995,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,27.33,$707.05M,n/a,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",0.3987,$4.76M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afh
TEAM,Atlassian Corporation Plc,120.75,$29.48B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",56.89,$910.14M,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,3.095,$52.98M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.6299,$14.88M,2012,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos
BCEL,"Atreca, Inc.",16.1,$450.17M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel
ATRC,"AtriCure, Inc.",31.69,$1.25B,2005,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,742.62,$1.38B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri
LIFE,"aTyr Pharma, Inc.",4.18,$16.26M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",52,$185.44M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",59.56,$2.73B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,25.38,$740.47M,1999,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",5.09,$45.18M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,19.95,$2.14B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/auph
EARS,Auris Medical Holding Ltd.,1.4701,$4.86M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,2.19,$251.46M,2018,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",182.92,$40.25B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,13.56,$609.96M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",170.02,$73.57B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",2.74,$36.02M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,6.6,$247.17M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avdl
AVCO,Avalon GloboCare Corp.,1.95,$147.75M,n/a,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/avco
ATXI,"Avenue Therapeutics, Inc.",7.7,$128.29M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",0.65,$104.48M,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",14.31,$77.66M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",7.875,$443.66M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",26.45,$18.52M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",8.36,$359.89M,1993,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",1.3059,$13.52M,2015,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",32.94,$2.43B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car
RCEL,Avita Medical Limited,8.58,$824.92M,n/a,Capital Goods,Miscellaneous,https://old.nasdaq.com/symbol/rcel
AVT,"Avnet, Inc.",42.47,$4.29B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",20.29,$642.54M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.37,$72.42M,1996,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",24.42,$791.72M,2000,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acls
AXLA,Axcella Health Inc.,3.45,$79.74M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/axla
AXGN,"AxoGen, Inc.",18.15,$716.35M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",72.24,$4.29B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",26.92,$913.87M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/axnx
AXGT,Axovant Gene Therapies Ltd.,5.21,$118.74M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axgt
AXSM,"Axsome Therapeutics, Inc.",98.74,$3.41B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/axsm
AXTI,AXT Inc,3.99,$160.48M,1998,Technology,Semiconductors,https://old.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",0.9238,$19.15M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",1.01,$26.91M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,1.72,$200.06M,n/a,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",25.99,$700.08M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",25.71,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.84,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",25.7,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.28,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyl
RILYN,"B. Riley Financial, Inc.",25.24,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyn
RILYO,"B. Riley Financial, Inc.",25.49,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyo
RILYP,"B. Riley Financial, Inc.",25.5,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyp
RILYZ,"B. Riley Financial, Inc.",25.51,n/a,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,1.955,$8.33M,n/a,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",128.83,$44.64B,2005,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,101.89,$3.28B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",6.96,$1.63B,n/a,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bldp
